template_id,src_cat,src_aspect,predicate,tgt_cat,tgt_aspect
t0646,study result,,assesses,attribute,
t0647,study result,,assesses,organism taxon,
t0648,study result,,assesses,event,
t0649,study result,,is assessed by,attribute,
t0650,study result,,is assessed by,organism taxon,
t0651,study result,,is assessed by,event,
t0652,study result,,interacts with,attribute,
t0653,study result,,interacts with,organism taxon,
t0654,study result,,interacts with,event,
t0655,study result,,associated with sensitivity to,molecular entity,
t0656,study result,,associated with sensitivity to,chemical mixture,
t0657,study result,,associated with sensitivity to,environmental food contaminant,
t0658,study result,,associated with resistance to,molecular entity,
t0659,study result,,associated with resistance to,chemical mixture,
t0660,study result,,associated with resistance to,environmental food contaminant,
t0661,study result,,correlated with,attribute,
t0662,study result,,correlated with,organism taxon,
t0663,study result,,correlated with,event,
t0664,study result,,positively correlated with,attribute,
t0665,study result,,positively correlated with,organism taxon,
t0666,study result,,positively correlated with,event,
t0667,study result,,negatively correlated with,attribute,
t0668,study result,,negatively correlated with,organism taxon,
t0669,study result,,negatively correlated with,event,
t0670,study result,,occurs together in literature with,attribute,
t0671,study result,,occurs together in literature with,organism taxon,
t0672,study result,,occurs together in literature with,event,
t0673,study result,,located in,attribute,
t0674,study result,,located in,organism taxon,
t0675,study result,,located in,event,
t0676,study result,,location of,attribute,
t0677,study result,,location of,organism taxon,
t0678,study result,,location of,event,
t0679,study result,,is input of,molecular activity,
t0680,study result,,is input of,biological process,
t0681,study result,,is output of,molecular activity,
t0682,study result,,is output of,biological process,
t0683,study result,,actively involved in,molecular activity,
t0684,study result,,actively involved in,biological process,
t0685,study result,,capable of,activity and behavior,
t0686,study result,,capable of,phenomenon,
t0687,study result,,capable of,environmental process,
t0688,study result,,consumes,attribute,
t0689,study result,,consumes,organism taxon,
t0690,study result,,consumes,event,
t0691,study result,,consumed by,attribute,
t0692,study result,,consumed by,organism taxon,
t0693,study result,,consumed by,event,
t0694,study,,related to,attribute,
t0695,study,,related to,organism taxon,
t0696,study,,related to,event,
t0697,study,,associated with,attribute,
t0698,study,,associated with,organism taxon,
t0699,study,,associated with,event,
t0700,study,,assesses,attribute,
t0701,study,,assesses,organism taxon,
t0702,study,,assesses,event,
t0703,study,,is assessed by,attribute,
t0704,study,,is assessed by,organism taxon,
t0705,study,,is assessed by,event,
t0706,study,,interacts with,attribute,
t0707,study,,interacts with,organism taxon,
t0708,study,,interacts with,event,
t0709,study,,associated with sensitivity to,molecular entity,
t0710,study,,associated with sensitivity to,chemical mixture,
t0711,study,,associated with sensitivity to,environmental food contaminant,
t0712,study,,associated with resistance to,molecular entity,
t0713,study,,associated with resistance to,chemical mixture,
t0714,study,,associated with resistance to,environmental food contaminant,
t0715,study,,regulates,physical essence,
t0716,study,,regulates,occurrent,
t0717,study,,regulated by,physical essence,
t0718,study,,regulated by,occurrent,
t0719,study,,correlated with,attribute,
t0720,study,,correlated with,organism taxon,
t0721,study,,correlated with,event,
t0722,study,,positively correlated with,attribute,
t0723,study,,positively correlated with,organism taxon,
t0724,study,,positively correlated with,event,
t0725,study,,negatively correlated with,attribute,
t0726,study,,negatively correlated with,organism taxon,
t0727,study,,negatively correlated with,event,
t0728,study,,occurs together in literature with,attribute,
t0729,study,,occurs together in literature with,organism taxon,
t0730,study,,occurs together in literature with,event,
t0731,study,,located in,attribute,
t0732,study,,located in,organism taxon,
t0733,study,,located in,event,
t0734,study,,location of,attribute,
t0735,study,,location of,organism taxon,
t0736,study,,location of,event,
t0737,study,,is input of,molecular activity,
t0738,study,,is input of,biological process,
t0739,study,,is output of,molecular activity,
t0740,study,,is output of,biological process,
t0741,study,,participates in,molecular activity,
t0742,study,,participates in,biological process,
t0743,study,,actively involved in,molecular activity,
t0744,study,,actively involved in,biological process,
t0745,study,,capable of,activity and behavior,
t0746,study,,capable of,phenomenon,
t0747,study,,capable of,environmental process,
t0748,study,,can be carried out by,attribute,
t0749,study,,can be carried out by,organism taxon,
t0750,study,,can be carried out by,event,
t0751,study,,consumes,attribute,
t0752,study,,consumes,organism taxon,
t0753,study,,consumes,event,
t0754,study,,consumed by,attribute,
t0755,study,,consumed by,organism taxon,
t0756,study,,consumed by,event,
t0757,study,,temporally related to,activity and behavior,
t0758,study,,temporally related to,phenomenon,
t0759,study,,temporally related to,environmental process,
t0760,study,,precedes,activity and behavior,
t0761,study,,precedes,phenomenon,
t0762,study,,precedes,environmental process,
t0763,study,,preceded by,activity and behavior,
t0764,study,,preceded by,phenomenon,
t0765,study,,preceded by,environmental process,
t0766,study variable,,related to,attribute,
t0767,study variable,,related to,organism taxon,
t0768,study variable,,related to,event,
t0769,study variable,,associated with,attribute,
t0770,study variable,,associated with,organism taxon,
t0771,study variable,,associated with,event,
t0772,study variable,,has contributor,agent,
t0773,study variable,,has provider,agent,
t0774,study variable,,assesses,attribute,
t0775,study variable,,assesses,organism taxon,
t0776,study variable,,assesses,event,
t0777,study variable,,is assessed by,attribute,
t0778,study variable,,is assessed by,organism taxon,
t0779,study variable,,is assessed by,event,
t0780,study variable,,interacts with,attribute,
t0781,study variable,,interacts with,organism taxon,
t0782,study variable,,interacts with,event,
t0783,study variable,,associated with sensitivity to,molecular entity,
t0784,study variable,,associated with sensitivity to,chemical mixture,
t0785,study variable,,associated with sensitivity to,environmental food contaminant,
t0786,study variable,,associated with resistance to,molecular entity,
t0787,study variable,,associated with resistance to,chemical mixture,
t0788,study variable,,associated with resistance to,environmental food contaminant,
t0789,study variable,,correlated with,attribute,
t0790,study variable,,correlated with,organism taxon,
t0791,study variable,,correlated with,event,
t0792,study variable,,positively correlated with,attribute,
t0793,study variable,,positively correlated with,organism taxon,
t0794,study variable,,positively correlated with,event,
t0795,study variable,,negatively correlated with,attribute,
t0796,study variable,,negatively correlated with,organism taxon,
t0797,study variable,,negatively correlated with,event,
t0798,study variable,,occurs together in literature with,attribute,
t0799,study variable,,occurs together in literature with,organism taxon,
t0800,study variable,,occurs together in literature with,event,
t0801,study variable,,located in,attribute,
t0802,study variable,,located in,organism taxon,
t0803,study variable,,located in,event,
t0804,study variable,,location of,attribute,
t0805,study variable,,location of,organism taxon,
t0806,study variable,,location of,event,
t0807,study variable,,is input of,molecular activity,
t0808,study variable,,is input of,biological process,
t0809,study variable,,is output of,molecular activity,
t0810,study variable,,is output of,biological process,
t0811,study variable,,actively involved in,molecular activity,
t0812,study variable,,actively involved in,biological process,
t0813,study variable,,capable of,activity and behavior,
t0814,study variable,,capable of,phenomenon,
t0815,study variable,,capable of,environmental process,
t0816,study variable,,consumes,attribute,
t0817,study variable,,consumes,organism taxon,
t0818,study variable,,consumes,event,
t0819,study variable,,consumed by,attribute,
t0820,study variable,,consumed by,organism taxon,
t0821,study variable,,consumed by,event,
t0822,common data element,,related to,attribute,
t0823,common data element,,related to,organism taxon,
t0824,common data element,,related to,event,
t0825,common data element,,associated with,attribute,
t0826,common data element,,associated with,organism taxon,
t0827,common data element,,associated with,event,
t0828,common data element,,has contributor,agent,
t0829,common data element,,has provider,agent,
t0830,common data element,,assesses,attribute,
t0831,common data element,,assesses,organism taxon,
t0832,common data element,,assesses,event,
t0833,common data element,,is assessed by,attribute,
t0834,common data element,,is assessed by,organism taxon,
t0835,common data element,,is assessed by,event,
t0836,common data element,,interacts with,attribute,
t0837,common data element,,interacts with,organism taxon,
t0838,common data element,,interacts with,event,
t0839,common data element,,associated with sensitivity to,molecular entity,
t0840,common data element,,associated with sensitivity to,chemical mixture,
t0841,common data element,,associated with sensitivity to,environmental food contaminant,
t0842,common data element,,associated with resistance to,molecular entity,
t0843,common data element,,associated with resistance to,chemical mixture,
t0844,common data element,,associated with resistance to,environmental food contaminant,
t0845,common data element,,correlated with,attribute,
t0846,common data element,,correlated with,organism taxon,
t0847,common data element,,correlated with,event,
t0848,common data element,,positively correlated with,attribute,
t0849,common data element,,positively correlated with,organism taxon,
t0850,common data element,,positively correlated with,event,
t0851,common data element,,negatively correlated with,attribute,
t0852,common data element,,negatively correlated with,organism taxon,
t0853,common data element,,negatively correlated with,event,
t0854,common data element,,occurs together in literature with,attribute,
